county_fips,year,bea_total_income,population,bls_labor_force,bls_employed
16039,2021,1232163000,28941,12129,11677
16039,2022,1273214000,29403,12285,11904
16041,2020,572678000,14284,6726,6472
16041,2021,646273000,14676,6908,6727
16041,2022,672495000,15189,7123,6946
16043,2020,557178000,13414,7405,7118
16043,2021,605644000,13606,7687,7458
16043,2022,651528000,13978,7870,7657
16045,2020,813365000,19274,8112,7614
16045,2021,899984000,19832,8353,8003
16045,2022,957519000,20418,8600,8332
16047,2020,983421000,15643,7892,7575
16047,2021,1000532000,15725,7926,7668
16047,2022,1146332000,15715,8102,7873
16049,2020,649099000,16588,7209,6728
16049,2021,752543000,17053,7267,6924
16049,2022,779628000,17593,7308,7027
16051,2020,1252451000,31077,14145,13645
16051,2021,1407308000,32253,14654,14253
16051,2022,1516845000,33428,15142,14782
16053,2020,1007758000,24268,11587,11093
16053,2021,1068935000,24745,11742,11336
16053,2022,1155833000,25311,11916,11560
16055,2020,8982647000,172790,83063,77160
16055,2021,10385723000,180146,84312,80740
16055,2022,11101780000,183578,85447,82545
16057,2020,1867148000,39629,19679,18716
16057,2021,2075512000,40397,19913,19249
16057,2022,2156551000,40978,20273,19742
16059,2020,377812000,7958,4002,3737
16059,2021,422424000,8136,4041,3836
16059,2022,445372000,8240,4066,3913
16061,2020,202853000,3528,1652,1521
16061,2021,218810000,3709,1655,1562
16061,2022,227586000,3763,1656,1587
16063,2020,222620000,5129,2325,2176
16063,2021,238709000,5260,2371,2259
16063,2022,275471000,5329,2465,2363
16065,2020,1312858000,52929,22277,21655
16065,2021,1472562000,54114,23320,22801
16065,2022,1530319000,54976,23873,23408
16067,2020,969940000,21666,11338,10883
16067,2021,994044000,21945,11479,11113
16067,2022,1063854000,22194,11749,11436
16069,2020,2001346000,42141,21102,20052
16069,2021,2207202000,42509,21256,20566
16069,2022,2340338000,43004,21501,20917
16071,2020,190617000,4562,2035,1940
16071,2021,208875000,4588,2267,2204
16071,2022,220047000,4712,2376,2307
16073,2020,498658000,11994,5309,4980
16073,2021,552385000,12348,5361,5125
16073,2022,608582000,12613,5539,5342
16075,2020,1103641000,25583,11238,10610
16075,2021,1219239000,26377,11315,10847
16075,2022,1311203000,26956,11485,11099
16077,2020,360790000,7877,3780,3615
16077,2021,336139000,7959,3772,3620
16077,2022,384176000,8068,3933,3802
16079,2020,551377000,13195,5717,5186
16079,2021,614271000,13659,5726,5362
16079,2022,634891000,14012,5668,5393
16081,2020,582484000,11735,6658,6271
16081,2021,705379000,12294,7104,6896
16081,2022,780156000,12544,7645,7477
16083,2020,3933366000,90361,43182,40877
16083,2021,4360820000,92357,43875,42348
16083,2022,4592839000,93696,44202,42962
16085,2020,647735000,11842,6108,5618
16085,2021,754591000,12264,6193,5880
16085,2022,805994000,12464,6232,5996
16087,2020,420951000,10559,4470,4214
16087,2021,449640000,10887,4525,4320
16087,2022,481361000,11087,4646,4477
17001,2020,3371833000,65612,31166,29178
17001,2021,3653183000,65146,30993,29740
17001,2022,3638723000,64725,30667,29599
17003,2020,237736000,5173,1835,1647
17003,2021,250379000,5032,1831,1682
17003,2022,236784000,4858,1798,1679
17005,2020,684746000,16688,7402,6886
17005,2021,755091000,16633,7470,7121
17005,2022,751538000,16566,7451,7155
17007,2020,2696225000,53334,25325,22454
17007,2021,2949546000,53199,24956,22770
17007,2022,2950716000,53154,24845,23183
17009,2020,261405000,6233,2984,2868
17009,2021,286306000,6443,3004,2923
17009,2022,295998000,6330,3058,2986
17011,2020,1549407000,33172,16387,15132
17011,2021,1725141000,32961,16380,15546
17011,2022,1693355000,32828,16074,15327
17013,2020,222449000,4404,2177,2002
17013,2021,241918000,4385,2177,2071
17013,2022,241708000,4360,2168,2078
17015,2020,709982000,15667,7441,6902
17015,2021,803948000,15674,7529,7197
17015,2022,804214000,15529,7319,7023
17017,2020,573407000,12985,5819,5425
17017,2021,630895000,12798,5674,5385
17017,2022,633226000,12657,5702,5452
17019,2020,10313936000,205629,106938,99877
17019,2021,11290127000,206708,108559,103107
17019,2022,11283959000,206542,109288,104979
17021,2020,1484429000,33950,13500,12396
17021,2021,1649181000,33721,13371,12621
17021,2022,1640122000,33436,13396,12755
17023,2020,694721000,15423,7316,6709
17023,2021,785878000,15354,7302,6919
17023,2022,778589000,15229,7290,6971
17025,2020,574300000,13271,6195,5609
17025,2021,658139000,13154,5915,5575
17025,2022,642114000,13047,5696,5417
17027,2020,1965355000,36913,19677,18512
17027,2021,2132588000,36886,19872,19159
17027,2022,2172764000,36909,19860,19245
17029,2020,2247773000,46761,23067,21345
17029,2021,2469209000,46809,22822,21621
17029,2022,2416871000,46334,22640,21639
17031,2020,352248526000,5261249,2591782,2317178
17031,2021,377858556000,5177606,2597767,2416765
17031,2022,372197013000,5109292,2659157,2528507
17033,2020,906136000,18648,8399,7801
17033,2021,968150000,18691,8404,7965
17033,2022,967349000,18536,8288,7933
17035,2020,822197000,10429,5932,5590
17035,2021,903145000,10343,5928,5674
17035,2022,923247000,10324,5930,5719
17037,2020,4723052000,100253,52911,48520
17037,2021,5115754000,100472,53143,50067
17037,2022,5112381000,100232,53769,51381
17039,2020,795020000,15450,7004,6532
17039,2021,885972000,15379,7103,6743
17039,2022,876805000,15310,7304,6999
17041,2020,1084399000,19758,9970,9405
17041,2021,1209402000,19740,10138,9747
17041,2022,1244405000,19755,10107,9759
17043,2020,73479072000,931244,496192,458446
17043,2021,80389863000,926448,500812,478123
17043,2022,81580608000,920901,518658,500306
17045,2020,806397000,16796,8899,8289
17045,2021,918501000,16589,8935,8558
17045,2022,925069000,16433,9072,8746
17047,2020,280344000,6208,2670,2430
17047,2021,306830000,6086,2534,2396
17047,2022,302385000,6071,2425,2315
17049,2020,1912414000,34695,19185,17915
17049,2021,2108422000,34531,19470,18699
17049,2022,2139161000,34325,19655,19042
17051,2020,858607000,21483,9715,8976
17051,2021,966081000,21447,9806,9287
17051,2022,949210000,21305,9730,9296
17053,2020,761278000,13517,6165,5755
17053,2021,841799000,13491,6213,5926
17053,2022,852796000,13249,6282,6018
17055,2020,1588814000,37685,15942,14251
17055,2021,1721364000,37498,15736,14668
17055,2022,1685604000,37242,15794,14942
17057,2020,1450086000,33488,14569,13309
17057,2021,1577027000,33313,14504,13661
17057,2022,1583833000,33021,14564,13827
17059,2020,223542000,4938,2018,1822
17059,2021,265138000,4907,1961,1838
17059,2022,264979000,4855,2003,1898
17061,2020,529060000,11936,5898,5499
17061,2021,615540000,11851,5915,5622
17061,2022,621687000,11651,5837,5584
17063,2020,3111576000,52517,25010,22875
17063,2021,3171817000,52929,25188,23848
17063,2022,3233600000,53041,26209,24957
17065,2020,376689000,7997,4226,3924
17065,2021,427896000,7923,4241,4041
17065,2022,426377000,7984,4260,4106
17067,2020,865644000,17547,8062,7506
17067,2021,986719000,17388,8053,7698
17067,2022,967853000,17244,7941,7617
17069,2020,152478000,3641,1296,1167
17069,2021,164378000,3650,1359,1263
17069,2022,165512000,3597,1434,1357
17071,2020,298231000,6334,3533,3287
17071,2021,346362000,6304,3547,3402
17071,2022,353813000,6151,3501,3355
17073,2020,2495038000,49172,23724,21841
17073,2021,2734241000,48868,23663,22472
17073,2022,2716245000,48419,23568,22525
17075,2020,1335258000,26977,13553,12702
17075,2021,1498254000,26761,12950,12318
17075,2022,1519305000,26473,12688,12103
17077,2020,2275564000,52906,27164,25040
17077,2021,2483501000,52666,27165,25639
17077,2022,2434579000,52617,26949,25771
17079,2020,452049000,9240,4574,4296
17079,2021,521898000,9204,4740,4534
17079,2022,520533000,9212,4797,4612
17081,2020,1630233000,36998,16965,15243
17081,2021,1768676000,36882,16548,15494
17081,2022,1716377000,36400,16307,15513
17083,2020,1030037000,21495,10582,9784
17083,2021,1119484000,21370,10607,10135
17083,2022,1113783000,21246,10559,10172
17085,2020,1124952000,22057,10444,9573
17085,2021,1264855000,21932,10565,10086
17085,2022,1264432000,21758,10481,10078
17087,2020,496035000,13322,4092,3717
17087,2021,536145000,13471,4102,3848
17087,2022,526701000,13381,4071,3843
17089,2020,30082987000,516141,261366,237204
17089,2021,32567874000,516183,260478,244824
17089,2022,32850823000,514182,263858,251431
17091,2020,5085534000,107250,53935,49107
17091,2021,5513016000,106652,52437,48936
17091,2022,5414861000,106074,51704,48849
17093,2020,7102654000,132348,69257,63726
17093,2021,7744025000,134948,69729,66423
17093,2022,8054542000,137254,72451,69607
17095,2020,2149773000,49799,21060,19227
17095,2021,2344929000,49347,20522,19155
17095,2022,2285624000,48640,19876,18800
17097,2020,58141304000,713251,364341,334715
17097,2021,64849838000,712160,364965,345268
17097,2022,66675939000,709150,362741,346849
17099,2020,5334994000,109421,52719,47696
17099,2021,5765815000,109139,52728,49520
17099,2022,5763289000,108078,51828,49181
17101,2020,538134000,15258,5807,5234
17101,2021,610507000,15216,5529,5165
17101,2022,587178000,14914,5114,4817
17103,2020,1593293000,34051,17091,15917
17103,2021,1769621000,34166,16913,16124
17103,2022,1763575000,33848,16636,15948
17105,2020,1800101000,35779,15888,14806
17105,2021,2034347000,35741,15463,14676
17105,2022,2016951000,35521,15570,14931
17107,2020,1187098000,27899,12068,11242
17107,2021,1341366000,27970,11860,11272
17107,2022,1331744000,27591,11561,11053
17109,2020,1201484000,27097,12783,11861
17109,2021,1305871000,26848,12731,12085
17109,2022,1291768000,26861,12697,12147
17111,2020,18529544000,309886,162389,149337
17111,2021,20005025000,311592,163502,155728
17111,2022,20515181000,311747,169534,162925
17113,2020,9392021000,170954,84856,79040
17113,2021,10141996000,171190,85723,81673
17113,2022,9956632000,171141,88311,85015
17115,2020,5340725000,103756,47088,42400
17115,2021,5793197000,102649,46349,42753
17115,2022,5761622000,101483,45550,42920
17117,2020,2068565000,44845,21912,20381
17117,2021,2280730000,44545,22127,21096
17117,2022,2258553000,44245,22044,21181
17119,2020,13578471000,265610,130987,120728
17119,2021,14741217000,264898,131692,125084
17119,2022,14774127000,263864,130805,125657
17121,2020,1751939000,37639,17055,15463
17121,2021,1877317000,37378,16836,15829
17121,2022,1846895000,36914,16733,15928
17123,2020,576288000,11706,5057,4687
17123,2021,643493000,11686,5093,4804
17123,2022,664272000,11678,5083,4836
17125,2020,619504000,13057,5910,5436
17125,2021,705411000,12859,5914,5590
17125,2022,716106000,12748,5896,5617
17127,2020,588872000,14138,5419,4873
17127,2021,636480000,13966,5385,5065
17127,2022,624663000,13896,5350,5081
17129,2020,614991000,12271,6049,5655
17129,2021,695806000,12184,6149,5887
17129,2022,695107000,12121,6216,5983
17131,2020,813076000,15627,7600,6981
17131,2021,914012000,15568,7556,7178
17131,2022,917618000,15504,7517,7193
17133,2020,2137644000,34952,18391,17360
17133,2021,2400297000,34993,18583,17980
17133,2022,2408943000,35033,18614,18066
17135,2020,1116751000,28203,11441,10437
17135,2021,1238438000,28154,11307,10673
17135,2022,1217574000,28020,11262,10731
17137,2020,1484890000,32838,15863,14767
17137,2021,1635227000,32599,15732,14925
17137,2022,1611329000,32209,15623,14970
17139,2020,999800000,14476,7258,6880
17139,2021,980157000,14509,7376,7104
17139,2022,1077448000,14323,7316,7069
17141,2020,2546397000,51694,24110,22134
17141,2021,2785023000,51474,23700,22295
17141,2022,2811498000,51351,23788,22594
17143,2020,9598994000,181322,83503,74797
17143,2021,10273265000,179764,82746,76726
17143,2022,10231423000,178383,81717,77416
17145,2020,848692000,20882,8082,7309
17145,2021,920471000,21033,7959,7471
17145,2022,883689000,20588,7801,7397
17147,2020,967193000,16674,8358,7899
17147,2021,1104309000,16781,8501,8144
17147,2022,1121053000,16723,8590,8282
17149,2020,715613000,14641,6734,6332
17149,2021,849576000,14609,6812,6524
17149,2022,798456000,14484,6746,6453
17151,2020,133999000,3758,1625,1508
17151,2021,141648000,3770,1681,1599
17151,2022,137641000,3770,1752,1669
17153,2020,217298000,5160,1760,1551
17153,2021,238372000,5073,1696,1534
17153,2022,229054000,4991,1645,1525
17155,2020,335155000,5631,2939,2693
17155,2021,374000000,5596,2970,2818
17155,2022,373078000,5572,2958,2812
17157,2020,1310706000,30086,13740,12759
17157,2021,1421619000,30219,13701,13087
17157,2022,1396478000,30068,13378,12874
17159,2020,717464000,15778,7356,6853
17159,2021,800023000,15685,7062,6745
17159,2022,803101000,15435,7158,6878
17161,2020,6686987000,144359,68527,62003
17161,2021,7063052000,142992,67732,63864
17161,2022,6904685000,141527,67025,64009
17163,2020,12921177000,256823,124156,112752
17163,2021,14002910000,255022,124544,116837
17163,2022,13812583000,252671,122897,117355
17165,2020,996128000,23688,9514,8572
17165,2021,1087190000,23348,9295,8661
17165,2022,1079445000,23087,9304,8815
17167,2020,10268906000,196122,96628,88597
17167,2021,11309474000,195422,97863,92314
17167,2022,11120910000,194534,98051,93886
17169,2020,332692000,6871,3133,2933
17169,2021,358158000,6822,3160,3027
17169,2022,360283000,6746,3104,2971
17171,2020,232696000,4941,2348,2191
17171,2021,267834000,4855,2306,2185
17171,2022,266535000,4790,2295,2180
17173,2020,963533000,20924,10235,9553
17173,2021,1090815000,20861,10164,9715
17173,2022,1092348000,20761,9945,9523
17175,2020,271744000,5391,2355,2181
17175,2021,323444000,5296,2364,2232
17175,2022,334983000,5345,2370,2249
17177,2020,2104615000,44493,21077,19520
17177,2021,2293834000,44071,20829,19649
17177,2022,2305508000,43627,20630,19656
17179,2020,6792891000,131073,61893,56830
17179,2021,7227530000,130563,61425,58277
17179,2022,7341183000,129911,61433,58802
17181,2020,782594000,17182,7181,6594
17181,2021,826345000,16937,7135,6717
17181,2022,807422000,16767,7057,6683
17183,2020,3276479000,74001,31919,28937
17183,2021,3586194000,73263,31572,29444
17183,2022,3552142000,72337,31697,30031
17185,2020,525472000,11315,5758,5200
17185,2021,582998000,11210,5494,5229
17185,2022,578426000,11087,5684,5484
17187,2020,770846000,16828,8064,7552
17187,2021,875434000,16595,7806,7428
17187,2022,905728000,16354,7786,7469
17189,2020,740468000,13731,9537,9032
17189,2021,830003000,13651,9600,9299
17189,2022,826575000,13643,9707,9461
17191,2020,692863000,16125,6770,6199
17191,2021,772089000,15967,6796,6460
17191,2022,781353000,15872,6892,6611
17193,2020,680569000,13807,6107,5613
17193,2021,777751000,13768,5966,5664
17193,2022,773991000,13614,5993,5749
17195,2020,2660750000,55553,27633,25404
17195,2021,2889461000,55342,27350,25986
17195,2022,2860852000,54658,27280,26121
17197,2020,40179443000,695844,353824,321502
17197,2021,43769242000,697985,355539,335156
17197,2022,44350465000,696757,367649,351136
17199,2020,3270322000,67113,31373,28627
17199,2021,3492095000,66943,31091,29315
17199,2022,3456206000,66695,30848,29471
17201,2020,13248214000,284928,135573,120013
17201,2021,14341065000,283559,133172,121739
17201,2022,14086828000,282188,131982,123942
17203,2020,2166015000,38395,17973,16855
17203,2021,2352409000,38210,18023,17281
17203,2022,2410480000,38128,18080,17430
18001,2020,1525950000,35852,16801,15847
18001,2021,1704186000,35939,16765,16358
18001,2022,1754820000,36068,17014,16632
18003,2020,19345409000,386082,185777,171154
18003,2021,21710667000,389112,184769,177280
18003,2022,22408673000,391449,188044,182543
18005,2020,4590932000,82216,43746,40833
18005,2021,4956752000,82730,42928,41573
18005,2022,5172771000,83540,43791,42729
18007,2020,410693000,8716,4169,3942
18007,2021,469208000,8714,4222,4096
18007,2022,469450000,8719,4378,4269
18009,2020,477762000,12111,4838,4445
18009,2021,528282000,12056,4684,4493
18009,2022,530227000,11919,4753,4585
18011,2020,5523255000,71134,36161,34582
18011,2021,6259253000,73006,37031,36169
18011,2022,6780022000,74164,37946,37162
18013,2020,812467000,15482,7545,7025
18013,2021,894391000,15573,7661,7386
18013,2022,921811000,15570,7850,7572
18015,2020,954156000,20331,9424,8825
18015,2021,1037035000,20502,9564,9245
18015,2022,1039074000,20555,9905,9614
18017,2020,1621960000,37791,17666,16436
18017,2021,1781854000,37579,17288,16593
18017,2022,1782141000,37540,17251,16681
18019,2020,5917365000,121353,61771,57233
18019,2021,6402767000,122847,61828,59645
18019,2022,6624458000,124237,62544,60809
18021,2020,1082849000,26419,11613,10837
18021,2021,1185654000,26370,11513,11062
18021,2022,1171886000,26379,11570,11175
18023,2020,1378391000,33174,16765,15801
18023,2021,1506611000,33025,16777,16266
18023,2022,1512131000,32843,17091,16647
18025,2020,401700000,10525,4878,4520
18025,2021,436252000,10491,4810,4615
18025,2022,436091000,10536,4793,4622
18027,2020,1615557000,33366,16573,15925
18027,2021,1797339000,33381,16431,16007
18027,2022,1945759000,33418,16608,16219
18029,2020,2636426000,50754,25403,23612
18029,2021,2885810000,50946,25422,24587
18029,2022,2948608000,51138,25802,25112
18031,2020,1256977000,26465,14980,13835
18031,2021,1373261000,26322,14761,14293
18031,2022,1376301000,26416,14478,14099
18033,2020,2094328000,43297,22247,20691
18033,2021,2342476000,43369,22079,21415
18033,2022,2403325000,43731,22316,21713
18035,2020,4658228000,111763,52566,48643
18035,2021,5048854000,111981,51201,48944
18035,2022,5093482000,112031,50967,49121
18037,2020,2529164000,43643,22631,21585
18037,2021,2743333000,43625,22044,21460
18037,2022,2867550000,43632,21833,21335
18039,2020,10211653000,206983,110701,102206
18039,2021,11692033000,207066,115620,112377
18039,2022,12117622000,206890,117325,114309
18041,2020,1026570000,23362,8617,7761
18041,2021,1107094000,23376,8413,8002
18041,2022,1110661000,23349,8316,7942
18043,2020,4566920000,80509,41394,38654
18043,2021,4800464000,80606,41540,40264
18043,2022,4930089000,80714,42122,41057
18045,2020,743521000,16483,7727,7208
18045,2021,822430000,16466,7678,7435
18045,2022,840915000,16574,7958,7734
18047,2020,1164049000,22793,11339,10657
18047,2021,1275576000,22857,11225,10887
18047,2022,1282078000,23028,11275,10968
18049,2020,935974000,20469,9693,9043
18049,2021,1013063000,20380,9455,9107
18049,2022,1017922000,20327,9494,9199
18051,2020,1667849000,33055,19608,18371
18051,2021,1777597000,32954,19221,18690
18051,2022,1813261000,32993,19762,19307
18053,2020,2820022000,66475,31656,29612
18053,2021,3109139000,66203,31266,29974
18053,2022,3176166000,66022,31378,30332
18055,2020,1413400000,30804,13290,12448
18055,2021,1549405000,30826,13377,12863
18055,2022,1579149000,31006,13508,12983
18057,2020,28069488000,348966,185235,176424
18057,2021,32135791000,357330,189089,184488
18057,2022,34943598000,364921,193855,189632
18059,2020,4434667000,80187,40833,38490
18059,2021,4836683000,81855,41411,40235
18059,2022,5115843000,83070,42473,41356
18061,2020,1927622000,39662,19999,18718
18061,2021,2102387000,39817,20098,19506
18061,2022,2160018000,39851,20406,19886
18063,2020,9352229000,175575,90395,85742
18063,2021,10368123000,179555,92170,89609
18063,2022,10997447000,182534,94458,92134
18065,2020,2068956000,48903,21920,20452
18065,2021,2259915000,49036,21771,20983
18065,2022,2271779000,48915,22073,21361
18067,2020,3661971000,83588,37213,33099
18067,2021,3963612000,83642,34989,32606
18067,2022,3960413000,83574,33950,32246
18069,2020,1652628000,36646,18090,16874
18069,2021,1848775000,36792,18061,17464
18069,2022,1890945000,36834,18285,17791
18071,2020,2045631000,46461,23141,21452
18071,2021,2235916000,46285,23303,22529
18071,2022,2286235000,46300,23405,22749
18073,2020,1672817000,32892,15563,14442
18073,2021,1860243000,33113,15488,14888
18073,2022,1934819000,33281,15859,15322
18075,2020,863611000,20476,8829,8239
18075,2021,991599000,20309,8760,8499
18075,2022,1088991000,20198,8840,8598
18077,2020,1552529000,33100,14981,13849
18077,2021,1666776000,33119,14910,14389
18077,2022,1694501000,32946,15000,14573
18079,2020,1229577000,27581,13582,12520
18079,2021,1341358000,27507,13391,12849
18079,2022,1354168000,27536,13534,13083
18081,2020,8494055000,162224,83128,78361
18081,2021,9385226000,164418,84300,81882
18081,2022,9833398000,165782,86284,84183
18083,2020,1787708000,36248,18301,17192
18083,2021,1935565000,35964,18099,17529
18083,2022,1936158000,35789,17983,17494
18085,2020,4174128000,80155,41439,38835
18085,2021,4541756000,80323,40517,39278
18085,2022,4656130000,80826,40564,39520
18087,2020,1807624000,40530,19327,18065
18087,2021,2140301000,40538,20460,20012
18087,2022,2280995000,40866,21442,20970
18089,2020,23837938000,498932,226716,202901
18089,2021,26200210000,499327,225113,210391
18089,2022,26546880000,499689,226746,216160
18091,2020,5050741000,112276,47462,42814
18091,2021,5528009000,112486,46656,44118
18091,2022,5582895000,111675,46784,45021
18093,2020,2103020000,45012,20719,19243
18093,2021,2321905000,45045,20743,19945
18093,2022,2366223000,45222,20524,19820
18095,2020,5494472000,130195,58554,53809
18095,2021,6035585000,130979,58894,56223
18095,2022,6121584000,131744,59833,57800
18097,2020,58426998000,976631,493768,453683
18097,2021,64434913000,971647,498953,474680
18097,2022,64469236000,969466,504140,487842
18099,2020,2139460000,46076,22724,21234
18099,2021,2377368000,46175,22523,21860
18099,2022,2438168000,46332,22943,22342
18101,2020,441420000,9803,5416,5179
18101,2021,488296000,9799,5406,5253
18101,2022,516337000,9803,5425,5274
18103,2020,1334970000,35913,15207,13942
18103,2021,1469358000,36032,14741,14020
18103,2022,1438852000,35674,14358,13762
18105,2020,6770492000,139571,68032,64164
18105,2021,7384606000,140135,68591,66353
18105,2022,7602108000,139745,70162,68140
18107,2020,1690768000,37942,18639,17650
18107,2021,1876052000,38061,18468,17933
18107,2022,1911453000,38273,18819,18338
18109,2020,3419057000,71848,35540,33564
18109,2021,3777410000,72260,36300,35132
18109,2022,3875931000,72236,37147,36091
18111,2020,630458000,13786,6568,6106
18111,2021,704960000,13793,6580,6310
18111,2022,714562000,13823,6735,6487
18113,2020,2086026000,47453,22895,20947
18113,2021,2313103000,47419,22010,21221
18113,2022,2377318000,47367,21792,21163
18115,2020,292175000,5922,3165,2927
18115,2021,319610000,5992,3141,3053
18115,2022,332882000,6114,3187,3116
18117,2020,804766000,19848,8523,7560
18117,2021,872251000,19812,8180,7792
18117,2022,897238000,19623,8194,7909
18119,2020,946525000,21314,9032,8445
18119,2021,1044473000,21432,9089,8728
18119,2022,1061369000,21482,9265,8962
18121,2020,703248000,16155,6864,6480
18121,2021,795259000,16486,6940,6717
18121,2022,819759000,16369,7062,6844
18123,2020,759506000,19151,9095,8489
18123,2021,843099000,19317,8827,8524
18123,2022,848842000,19183,8760,8485
18125,2020,546288000,12247,6181,5814
18125,2021,574690000,12178,5813,5589
18125,2022,579498000,12168,5873,5683
18127,2020,9746755000,173295,84471,77512
18127,2021,10684546000,174517,83921,80389
18127,2022,11109181000,174791,85433,82584
18129,2020,1397747000,25173,12794,12148
18129,2021,1467039000,25129,12872,12499
18129,2022,1482974000,25063,12948,12635
18131,2020,614445000,12523,6412,6015
18131,2021,668188000,12370,6296,6092
18131,2022,686720000,12485,6543,6371
18133,2020,1558151000,36679,16215,15170
18133,2021,1721268000,37016,16401,15845
18133,2022,1764144000,37301,16819,16289
18135,2020,1057065000,24409,11213,10463
18135,2021,1242272000,24437,11753,11365
18135,2022,1257281000,24437,11624,11274
18137,2020,1333026000,28968,13945,13036
18137,2021,1471402000,29017,13534,13115
18137,2022,1467601000,29087,12808,12411
18139,2020,818747000,16767,8781,8222
18139,2021,915864000,16699,8781,8511
18139,2022,918466000,16673,8869,8646
18141,2020,13654333000,272672,133759,122232
18141,2021,15067647000,272341,131347,125288
18141,2022,15432451000,272234,132073,127495
18143,2020,1002571000,24371,10483,9579
18143,2021,1081437000,24437,10422,9972
18143,2022,1087511000,24588,10531,10170
18145,2020,2125128000,45058,23058,21363
18145,2021,2322184000,45025,23093,22324
18145,2022,2357553000,44991,23545,22948
18147,2020,973955000,19835,10354,9764
18147,2021,1067780000,19875,10455,10136
18147,2022,1083278000,19967,10483,10201
18149,2020,888926000,23380,9765,8963
18149,2021,979927000,23378,9567,9117
18149,2022,976058000,23258,9530,9164
18151,2020,1662753000,34453,19939,18668
18151,2021,1858262000,34666,20042,19483
18151,2022,1897673000,34725,20697,20244
18153,2020,812614000,20819,7979,7415
18153,2021,899327000,20781,7869,7535
18153,2022,891580000,20670,7931,7625
18155,2020,377846000,9742,4815,4419
18155,2021,409036000,9849,4684,4508
18155,2022,416314000,10006,4716,4582
18157,2020,7925549000,186369,91931,85829
18157,2021,8674110000,187566,93872,90443
18157,2022,8944819000,188717,96898,94095
18159,2020,753206000,15386,9041,8473
18159,2021,794603000,15393,8993,8694
18159,2022,794208000,15361,8981,8722
18161,2020,310755000,7081,3475,3279
18161,2021,341707000,7014,3492,3401
18161,2022,338309000,6952,3567,3478
18163,2020,9129768000,180331,92325,85615
18163,2021,9984843000,180267,91878,88204
18163,2022,10170757000,179744,91922,89072
18165,2020,653622000,15409,6610,6104
18165,2021,708079000,15440,6511,6221
18165,2022,707244000,15451,6534,6291
18167,2020,4478176000,106119,46297,42592
18167,2021,4857881000,106084,45673,43521
18167,2022,4873618000,106006,45594,43935
18169,2020,1431155000,30936,14495,13592
18169,2021,1597982000,30897,14426,13956
18169,2022,1603245000,30828,14524,14120
18171,2020,408357000,8424,3969,3748
18171,2021,447784000,8459,3992,3878
18171,2022,452071000,8461,4102,3995
18173,2020,3944989000,63996,31868,30104
18173,2021,4287949000,64623,31989,31066
18173,2022,4449808000,65185,32210,31359
18175,2020,1208991000,28242,13581,12621
18175,2021,1345974000,28151,13570,13102
18175,2022,1400966000,28224,13746,13374
18177,2020,3012187000,66513,30178,28099
18177,2021,3263001000,66490,29614,28447
18177,2022,3285178000,66273,29783,28843
18179,2020,1295200000,28167,13893,13072
18179,2021,1432834000,28177,13890,13493
18179,2022,1454800000,28335,14240,13905
18181,2020,1165404000,24668,13188,12504
18181,2021,1282707000,24662,13148,12760
18181,2022,1294657000,24598,13273,12934
18183,2020,1708073000,34338,17299,16249
18183,2021,1857664000,34492,17304,16789
18183,2022,1911166000,34627,17738,17301
19001,2020,401259000,7494,4204,4042
19001,2021,488333000,7538,4300,4177
19001,2022,507103000,7494,4317,4223
19003,2020,194366000,3710,2040,1964
19003,2021,234343000,3642,2044,1989
19003,2022,244311000,3611,2101,2058
19005,2020,684221000,14068,7039,6689
19005,2021,747795000,13968,7049,6756
19005,2022,768013000,13960,7092,6818
19007,2020,525619000,12285,5885,5577
19007,2021,576515000,12266,5972,5739
19007,2022,577838000,12094,5973,5795
19009,2020,291378000,5681,3000,2899
19009,2021,365739000,5665,3051,2963
19009,2022,386851000,5598,3085,3014
19011,2020,1422891000,25534,12808,12169
19011,2021,1630582000,25719,12933,12410
19011,2022,1785113000,25711,13104,12698
19013,2020,6453677000,131034,67261,63188
19013,2021,6847762000,130606,67169,64359
19013,2022,6965825000,130274,67499,65462
19015,2020,1325357000,26700,14458,13882
19015,2021,1433049000,26776,14612,14148
19015,2022,1438527000,26609,14840,14494
19017,2020,1321464000,25003,13669,13146
19017,2021,1447881000,25122,13795,13388
19017,2022,1503963000,25259,13930,13598
19019,2020,1050017000,20606,11115,10617
19019,2021,1192733000,20697,11212,10832
19019,2022,1244022000,20714,11250,10927
19021,2020,921706000,20809,11641,11222
19021,2021,1023166000,20767,11573,11235
19021,2022,1119428000,20600,11905,11621
19023,2020,693994000,14332,7676,7326
19023,2021,823384000,14362,7884,7614
19023,2022,857359000,14269,8189,7954
19025,2020,485679000,9882,4068,3905
19025,2021,588417000,9884,4084,3937
19025,2022,625123000,9725,4147,4038
19027,2020,1128741000,20721,10523,10114
19027,2021,1255429000,20752,10587,10288
19027,2022,1331815000,20567,10700,10482
19029,2020,651822000,13118,6745,6488
19029,2021,740764000,13065,6776,6548
19029,2022,773968000,13104,6826,6651
19031,2020,1026633000,18491,10381,9937
19031,2021,1155897000,18444,10382,10025
19031,2022,1201891000,18399,10483,10196
19033,2020,2251509000,43023,23068,21888
19033,2021,2622857000,42761,22536,21651
19033,2022,2874347000,42409,22259,21620
19035,2020,632271000,11663,6183,5953
19035,2021,781329000,11532,6142,5952
19035,2022,956526000,11491,6112,5968
19037,2020,676585000,11990,6274,5987
19037,2021,869387000,11899,6395,6186
